,Company Name,Sector,Market Cap,Summary,Price,Change_percent,Attribution,Change_percent_5_days,Change_percent_20_days,Change_percent_251_days
EDV,Endeavour Mining plc,Basic Materials,$4.2B,"Endeavour Mining plc is a UK-based multi-asset gold producer focused on exploration, extraction, and processing of gold in West Africa.
",1766.0,-2.16,"Based on the information available, here's what can be gathered regarding Endeavour Mining plc as of February 21, 2025:

**Stock Price Change:**

*   There are conflicting reports regarding the stock price change. One source indicates a positive change of +3.68% on February 21, 2025 [2, 9].
*   You mention a -2.16% change. Without additional context, it's difficult to determine the accuracy of this figure or the specific time it refers to.

**Other Relevant Information:**

*   **Share Buyback Program:** Endeavour Mining has been actively buying back its own shares as part of a program announced on March 20, 2024 [1, 4, 5]. For example, on February 19, 2025, they purchased 30,000 shares [4].
*   **Block Listing Application:** On February 5, 2025, Endeavour Mining announced an application for additional shares to be admitted to the London Stock Exchange [7].
*   **Q4 and FY-2024 Results:** The company is expected to release its Q4 and full year 2024 financial results on March 6, 2025 [8].

**Why the Stock Price Change?**

It's challenging to pinpoint the exact reason for the stock price fluctuation without a deeper analysis of market conditions and company-specific news released on February 21, 2025. However, here are some potential contributing factors:

*   **Broader Market Trends:** Overall market sentiment and performance of the mining sector can influence Endeavour Mining's stock price.
*   **Gold Prices:** As a gold producer, Endeavour Mining's stock is sensitive to changes in gold prices.
*   **Company News and Announcements:** Any news regarding production, financial performance, acquisitions, or other significant events could impact investor sentiment.
*   **Share Buyback Program:** Share buybacks can sometimes increase stock prices, but the effect isn't always immediate or guaranteed.

To get a clearer understanding of the -2.16% change you cited, I recommend consulting reliable financial news sources for reports published on February 21, 2025, that specifically discuss Endeavour Mining.
",-0.8978675645342313,14.526588845654995,43.46572270188235
GSK,GSK plc,Healthcare,$61.4B,"GSK plc is a global biopharma company researching, developing, and manufacturing pharmaceutical medicines, vaccines, and consumer healthcare products.
",1418.0,-2.0,"On February 21, 2025, GSK plc experienced a stock change of -2.0%. Several factors could contribute to this change:

*   **Company News:** GSK has appointed Dr. Gavin Screaton as a non-executive director, effective May 1, 2025. He is an expert in immunology and infectious diseases.
*   **Analyst Ratings:** StockNews.com raised GSK from a ""buy"" rating to a ""strong buy"" rating on February 7th. However, Deutsche Bank Aktiengesellschaft downgraded shares of GSK from a ""buy"" rating to a ""hold"" rating on November 15th.
*   **Dividend:** GSK announced a quarterly dividend to be paid on April 10th, with investors of record on February 21st qualifying for the dividend.
*   **Market Performance:** On February 20th, 2025, London equities ended lower. Drug makers AstraZeneca and GSK lost 2.0% and 1.6% as shares went ex-dividend, meaning new buyers will not qualify for the latest payout.

It is important to note that a 2.0% change, while notable, may not be considered ""dramatic"" in the context of daily stock fluctuations.
",-0.07243212628033677,5.710334404397366,-11.866307412437092
FRES,Fresnillo plc,Basic Materials,$5.6B,"Fresnillo plc is a UK-based precious metals mining company, the world's largest primary silver producer and Mexico's second-largest gold miner.
",773.0,-1.78,,-3.132832080200501,13.927781871775977,65.3898073343158
BP,BP p.l.c.,Energy,$66.5B,"BP p.l.c. is a British multinational integrated energy company involved in oil and gas exploration, refining, distribution, and marketing, with growing interests in renewable energy.
",445.9,-1.35,,-3.006660833845591,8.07069718343507,-1.5691193056616064
MNDI,Mondi plc,Basic Materials,$5.6B,"Mondi plc is a global packaging and paper company that manufactures and sells pulp, paper, and flexible plastic packaging products, with a focus on sustainability.
",1248.5,-1.3,,-5.057034220532319,3.65296803652968,-8.319964445646004
BATS,British American Tobacco p.l.c.,Consumer Defensive,$72.3B,"British American Tobacco is a multinational consumer goods company that manufactures and sells cigarettes, tobacco, and other nicotine products, including e-cigarettes, aiming to build a smokeless world.
",3000.0,-1.15,,-3.0694668820678515,0.10010010010010009,37.42085831225088
REL,RELX PLC,Industrials,$75.0B,"RELX PLC provides information and analytics solutions and decision tools for professional and business customers across various industries.
",3939.0,-1.13,,-4.740024183796856,-1.0301507537688441,14.554309682252015
SHEL,Shell plc,Energy,$159.8B,"Shell plc is a global energy and petrochemical company involved in the exploration, production, refining, and marketing of oil and natural gas, as well as the manufacturing of chemicals.
",2655.5,-1.06,,0.15085800490288515,0.3042530225420938,10.098800080127598
ANTO,Antofagasta plc,Basic Materials,$16.7B,"Antofagasta plc is a UK-based copper mining company with interests in transport and its core business is mining, mainly in Chile.
",1828.5,-1.0,,-0.7328990228013029,5.69364161849711,2.6642966970890742
IMB,Imperial Brands PLC,Consumer Defensive,$23.1B,"Imperial Brands PLC is a fast-moving consumer goods company specializing in tobacco and next-generation products, with a global presence.
",2722.0,-0.69,,-0.5649951309514966,5.600046069086961,58.43097333349817
