,Company Name,Sector,Market Cap,Summary,Price,Change_percent,Attribution,Change_percent_5_days,Change_percent_20_days,Change_percent_251_days
BNZL,Bunzl plc,Consumer Defensive,$11.3B,"Bunzl plc is an international distribution and services company providing essential non-food products to businesses globally.
",3184.0,-5.46,"On March 3, 2025, Bunzl plc's stock experienced a significant drop of approximately 5.6%. Several factors contributed to this decline:

*   **2024 Results:** Bunzl released its annual results for the year ended December 31, 2024. While the company highlighted record acquisition spending and reiterated its 2025 guidance, pretax profit fell 3.6% to £673.6 million.
*   **North American Performance:** Profit and sales were held back by a sluggish performance in North America.
*   **Flat Revenue:** Revenue was broadly flat.

",-5.463182897862233,-7.063631056625802,3.164825915747873
NG,National Grid plc,Utilities,$48.6B,"National Grid plc is a multinational energy company focused on electricity and gas transmission and distribution in the UK and Northeastern US, with growing investments in clean energy infrastructure.
",948.2,-2.75,"It's difficult to pinpoint the exact cause of a specific intraday stock price change without real-time market data and news. However, I can provide some possible factors that might be influencing National Grid plc's stock price on March 3, 2025:

**Potential influencing factors:**

*   **Market Trends:** Overall market sentiment and performance of the energy sector can influence National Grid's stock.
*   **Company News:**
    *   **Sale of US Renewables Unit:** On February 24, 2025, National Grid announced an agreement to sell its US onshore renewables business to Brookfield Asset Management Inc. for USD 1.74 billion. This could be a factor influencing the stock price as the deal progresses.
    *   **Earnings Reports:** National Grid saw a drop in operating profit by 14% to 1.8 billion.
*   **Technical Factors:** According to Barclays Research Centre, on March 3, 2025, the price is close to supports. It is recommended to monitor if bulls are back in control when they are reached.
*   **Analyst Ratings:** Changes in analyst ratings or price targets can also affect investor sentiment.

",-2.9477993858751232,-3.853174988508713,-10.451666246073579
IAG,International Consolidated Airlines Group S.A.,Industrials,$17.0B,"International Consolidated Airlines Group (IAG) is an airline company holding interests in passenger and freight air transportation services through its subsidiaries like British Airways, Iberia, Vueling, and Aer Lingus.
",342.9,-2.67,"While I don't have specific real-time news to pinpoint the exact cause of the 2.67% stock decrease for International Consolidated Airlines Group S.A. (IAG) today, March 3, 2025, here's how to approach understanding such a change and some potential factors:

**Where to Find the Specific Reason:**

*   **Financial News Outlets:** Check major financial news sources (e.g., Reuters, Bloomberg, Financial Times, Wall Street Journal) for articles specifically mentioning IAG stock today. Look for headlines or stories discussing factors affecting the airline industry or IAG in particular.
*   **Company Investor Relations:** Visit the IAG investor relations website. They may have press releases or announcements that explain recent stock activity.
*   **Stock Market Analysis Sites:** Websites like Investing.com, MarketWatch, or Yahoo Finance often provide news summaries and analysis of stock movements.

**Potential Factors That Could Influence IAG's Stock Price:**

*   **Overall Market Trends:** A general downturn in the stock market or the airline sector could drag IAG shares down with it.
*   **Company-Specific News:**
    *   **Earnings Reports:** The release of annual or quarterly earnings reports can significantly impact stock prices. (Note: IAG released its full year 2024 financial results on February 28, 2025 [2, 11] which could still be influencing the stock price.)
    *   **Major Announcements:** News about significant events like mergers, acquisitions, major contracts, or changes in leadership.
    *   **Dividend News:** Any announcements regarding dividends (increase, decrease, or suspension).
*   **Industry Trends:**
    *   **Fuel Prices:** Rising fuel costs can negatively impact airline profitability and stock prices.
    *   **Travel Demand:** Changes in passenger demand (influenced by economic conditions,季节性 factors, or global events) affect airline revenue.
    *   **Competition:** Increased competition from other airlines could put pressure on IAG's stock.
*   **Economic Factors:**
    *   **Economic Slowdown:** Concerns about a recession or slowdown in economic growth could lead to decreased travel and lower airline stock values.
    *   **Currency Fluctuations:** As an international company, IAG's stock can be affected by currency exchange rate changes.
*   **Analyst Ratings:** Changes in stock ratings from financial analysts (upgrades or downgrades) can influence investor sentiment.
*   **Geopolitical Events:** Major global events (political instability, conflicts, etc.) can impact travel patterns and airline stock performance.

**Based on the search results, here are some specific items that might be relevant:**

*   **Share Buyback Program:** IAG launched a €500 million share buyback tranche [2]. Share buybacks can sometimes positively influence stock price, but the effect isn't guaranteed.
*   **Full Year Results:** IAG reported full year 2024 financial results [2, 11]. The market's reaction to those results could still be playing out.
*   **Analyst Ratings:** Analyst recommendations can move stock prices [7].
*   **Dividend Payment:** IAG will pay a final dividend on June 30, 2025 [10].

To get a precise explanation for the stock movement today, you'll need to consult real-time financial news and analysis.
",5.087346867313898,0.6752771154635079,
SVT,Severn Trent PLC,Utilities,$7.6B,"Severn Trent PLC provides regulated water and waste water services in the UK and internationally.
",2439.0,-2.56,"On March 3, 2025, Severn Trent PLC experienced a stock price change of -2.56%. To understand the reasons behind this change, here's a summary of recent news and factors concerning the company:

**Positive Factors:**

*   **On Track to Meet Guidance:** In January 2025, Severn Trent announced it was on track to meet full-year guidance for the financial year 2025 and expected to raise dividends in the coming years.
*   **AMP8 Investments:** Severn Trent accepted the final determination for Asset Management Plan 8 (AMP8), with regulatory capital value expected to grow by 45%. The firm is targeting £14.9 billion in total expenditure over the five-year period, focusing on reducing water spills, pollution, and leakage.
*   **Sustainability Goals:** Severn Trent plans to reach net-zero status by the end of AMP8 and invest in waste treatment facilities.
*   **Affordability Package:** A £575 million affordability package is planned for AMP8 to maintain its position as one of England's cheapest water providers.
*   **Infrastructure Improvements:** Severn Trent is investing £25 million in Stoke-on-Trent to replace aging water pipes and improve the reliability of the water supply.

**Negative Factors/Concerns:**

*   **Odour Complaints:** Residents near a Severn Trent plant have made numerous complaints about odors, although the company claims that checks are carried out and everything is operating as normal.
*   **Analyst Downgrades:** Barclays cut United Utilities and Severn Trent in August 2024.

**Possible Reasons for Stock Price Change:**

*   **General Market Conditions:** Overall market trends and investor sentiment on March 3, 2025, could have impacted Severn Trent's stock price.
*   **Sector-Specific News:** News or events affecting the utilities sector in the UK might have influenced investor behavior.
*   **Profit Taking:** Investors may have decided to sell shares to realize profits, contributing to the price decline.
*   **Reaction to Recent News:** The stock price could be a delayed reaction to the analyst downgrades from August 2024.

It's important to note that a single day's stock price change can be influenced by a multitude of factors, and without specific real-time news or market analysis for March 3, 2025, it's challenging to pinpoint the exact cause.
",-1.2550607287449393,-2.7124052652572797,-3.360425881272014
UU,United Utilities Group PLC,Utilities,$6.9B,"United Utilities Group PLC provides water and wastewater services in the Northwest of England.
",959.8,-2.08,"As of today, March 3, 2025, I don't have enough information to pinpoint the exact cause of the -2.08% stock price change for United Utilities Group PLC. To provide a precise explanation, I would need access to real-time market data and news sources that are updated throughout the trading day.

However, I can offer some general factors that might influence a company's stock price:

*   **Company-Specific News:** Events like earnings reports, significant contract announcements, changes in management, or unexpected operational issues can all move a stock price. For United Utilities, news regarding investment bank analyst ratings, Q3 performance, or regulatory decisions could be relevant as indicated in the search results.
*   **Industry Trends:** The performance of the water sector in general, or changes in regulations affecting the industry, can impact United Utilities.
*   **Market Conditions:** Overall market sentiment, economic news, and global events can influence stock prices, even for stable companies.
*   **Investment Bank Analyst Ratings:** Changes in ratings from investment banks can influence investors.

To find the specific reason for the stock price change, I recommend checking reliable financial news sources for any reports released today concerning United Utilities Group PLC.
",-2.1810040706069556,-4.876114965312195,-6.132774556188403
SSE,SSE plc,Utilities,$17.9B,"SSE plc is a UK-based energy company focused on electricity networks and renewables, involved in generation, transmission, distribution, and supply.
",1498.0,-1.96,,-1.834862385321101,-7.815384615384616,-9.645930107261265
EZJ,easyJet plc,Industrials,$3.8B,"easyJet plc is a British multinational low-cost airline group offering short-haul passenger flights and package holidays, primarily in Europe.
",497.42,-1.58,,1.1016260162601659,-1.671729272888351,-7.5202463061621785
TW,Taylor Wimpey plc,Consumer Cyclical,$4.3B,"Taylor Wimpey plc is a UK-based residential developer involved in land acquisition, planning, and construction of various homes, also operating in Spain.
",111.58,-1.56,,-2.4650362659662934,-6.27467690908851,-19.55932654966543
AAF,Airtel Africa Plc,Communication Services,$5.4B,"Airtel Africa Plc provides telecommunications and mobile money services across 14 African countries.
",140.4,-1.54,,-0.1422518455428561,-3.305783091685038,49.01137789688426
BLND,British Land Company PLC,Real Estate,$3.8B,"British Land Company PLC is a UK-based real estate investment trust (REIT) that owns, manages, and develops a diverse portfolio of properties, including offices, retail spaces, and mixed-use developments.
",354.97,-1.51,,-2.7479452054794447,-4.3723091792300846,-0.6792387870623644
