,Company Name,Sector,Market Cap,Summary,Price,Change_percent,Attribution,Change_percent_5_days,Change_percent_20_days,Change_percent_251_days
WG,John Wood Group PLC,Energy,$485.0M,"John Wood Group PLC is a global consulting and engineering company providing project, engineering, and technical services across various industries.
",22.26,-23.24,"Based on the information available on February 17, 2025:

*   **Stock Price Plunge:** John Wood Group PLC experienced a significant stock price drop. While the exact percentage change you mentioned (-23.24%) isn't explicitly confirmed in the search results, one article mentions a 30% plummet in early morning trading on February 14, 2025.
*   **Reasons for the Drop:** The primary reason for the dramatic change appears to be ""weaker-than-expected trading in the fourth quarter"" of the previous year.
*   **Negative Free Cash Flow:** John Wood Group expects negative free cash flow of $150 million to $200 million in 2025.
*   **CEO's Statement:** CEO Ken Gilmartin expressed disappointment in the financial performance and announced ""decisive actions"" to address the situation. These actions include cost-cutting measures and addressing the cost base of the business.
*   **Other Factors:**
    *   The company is taking actions such as canceling executive and employee bonuses and managing working capital.
    *   An independent review is expected to highlight areas for improvement in financial culture, governance, and controls.
    *   Full-year 2024 EBITDA is expected to be between $450 million and $460 million.
*   **Positive News:**
    *   Cost savings program is on track to deliver annualised savings of circa $60 million in full year 2025.
    *   Order book has increased to circa $6.2 billion as of December 31, 2024, from $5.4 billion as of September 30, 2024.

",-67.47991089490962,-68.35820826891907,-84.72203125171818
IPO,IP Group Plc,Financial Services,$511.4M,"IP Group PLC is a UK-based investor that develops and supports early-stage science and technology businesses, particularly in deep tech, life sciences, and clean technology.
",45.8,-6.15,"Based on the information available on February 17, 2025, here's what likely contributed to the change in IP Group Plc's stock price:

*   **Clinical Trial Results:** A phase 2b study of Leramistat, a rheumatoid arthritis drug under development by IP Group's portfolio company Istesso, did not meet its primary endpoint. While the study did show some positive secondary results (reductions in bone erosions, improvements in disability and fatigue), the failure to meet the primary endpoint likely negatively impacted investor sentiment.
*   **Share Buyback:** IP Group plc announced a share buyback program where they purchased 330,000 ordinary shares. While share buybacks can sometimes boost shareholder value, it's possible in this case that it wasn't enough to offset the negative news from the clinical trial.

It's important to note that stock price movements can be influenced by a variety of factors, and it's difficult to pinpoint the exact cause without a more in-depth analysis.
",-8.30830970881298,-10.54687633295542,-9.306930693069312
RPI,Raspberry Pi Holdings plc,Technology,$1.4B,"Raspberry Pi Holdings plc designs and manufactures single-board computers (SBCs) and compute modules for industrial IoT, embedded uses, education, and enthusiasts.
",651.5,-5.78,"I do not have specific real-time information available to pinpoint the exact cause of a -5.78% stock change for Raspberry Pi Holdings plc on February 17, 2025. However, I can provide some possibilities based on recent news and general stock market factors:

**Potential Reasons for Stock Price Change:**

*   **Broader Market Conditions:** A general downturn in the London Stock Exchange or global markets could affect Raspberry Pi Holdings' stock.
*   **Company-Specific News:**
    *   **Earnings Reports:** Any announcements related to earnings, even if preliminary, can move a stock price. For instance, on January 29, 2025, Raspberry Pi Holdings reported that they anticipated full-year EBITDA to fall below market expectations, which caused shares to slip.
    *   **Analyst Ratings:** Changes in analyst ratings (downgrades) can influence investor sentiment. For example, on February 5, 2025, Jefferies downgraded Raspberry Pi Holdings PLC to ""hold"" from ""buy,"" citing valuation concerns and market uncertainty.
    *   **Major Contracts:** Any news (positive or negative) about significant contracts with original equipment manufacturers (OEMs) could impact the stock.
    *   **Executive Share Sales:** Sales of shares by company executives might sometimes be interpreted negatively by investors. In early February 2025, there were reports of share sales by Raspberry Pi Holdings executives.
*   **Industry Trends:** News or concerns about the semiconductor industry or the industrial IoT segment (where Raspberry Pi has a presence) could affect the stock.
*   **Inventory Destocking:** Continued inventory destocking in the industrial IoT segment has been an ongoing issue for Raspberry Pi, impacting sales and potentially influencing the stock price.

**In summary, without specific real-time news for February 17, 2025, it is impossible to determine the exact cause of the stock price change. However, consider these factors when examining potential reasons.**
",-11.480978260869565,-3.766617429837518,
HOC,Hochschild Mining plc,Basic Materials,$947.6M,"Hochschild Mining PLC is a precious metals company focused on the exploration, mining, processing, and sale of gold and silver in the Americas.
",191.3,-5.3,"As of February 17, 2025, Hochschild Mining plc experienced a stock price change. However, the exact percentage change you mentioned (-5.3%) isn't reflected in the available data. Here's a breakdown of what might be influencing the stock and recent news:

**Stock Price Fluctuations:**

*   **Recent Performance:** According to one source, on February 13, 2025, the share price decreased by 3.00 to 192.40.
*   **Possible Trading Range:** For February 17th, one source estimated a trading range of +/- 4.75% from the last closing price.

**Factors Potentially Affecting the Stock Price:**

*   **Cost Increases:** Higher-than-expected capital expenditures and operating costs for 2025 have caused concerns. Inflation and unfavorable currency dynamics, particularly the lack of devaluation in the Argentine peso, are major factors driving these cost increases.
*   **Production & Guidance:** While 2024 production was broadly in line with expectations, 2025 guidance has cast a shadow due to projected all-in sustaining costs increasing.
*   **Analyst Downgrades:** RBC Capital Markets downgraded Hochschild from ""outperform"" to ""sector perform,"" which impacted investor sentiment.
*   **Mara Rosa Project:** While this project in Brazil is expected to double free cash flow in 2025, elevated costs and capital expenditure commitments could limit shareholder returns in later years.
*   **Mine Permit:** Approval of a modified Environmental Impact Assessment for the Inmaculada gold-silver mine in Peru caused shares to jump.
",0.36725806614309175,-13.242630385487523,115.30670037739958
OCDO,Ocado Group plc,Consumer Defensive,$2.7B,"Ocado Group plc is a technology company focused on redefining e-commerce, fulfillment, and logistics, particularly in online grocery, through its proprietary Ocado Smart Platform.
",307.6,-2.41,"On February 17, 2025, Ocado Group PLC experienced a stock price change of -2.41%.

Unfortunately, the search results do not provide specific reasons for this change. To understand the cause of the decrease, you would need to consult financial news sources that day for reports on Ocado Group, or review financial analysis reports that might offer insights into the factors influencing the stock price.
",-7.460888794181969,-5.96148142453551,-42.15870495285728
BRBY,Burberry Group plc,Consumer Cyclical,$4.4B,"Burberry Group plc is a UK-based global luxury goods company that manufactures, retails, wholesales, and licenses apparel and accessories under the Burberry brand.
",1164.0,-2.14,"On February 17, 2025, Burberry Group PLC experienced a stock price change of -2.14%. While I don't have specific real-time news to pinpoint the exact cause for that particular daily fluctuation, I can share some factors that have been affecting Burberry's stock recently.

Here's a summary of factors that may be influencing Burberry Group PLC's stock price:

*   **Overall Performance:** Burberry Group PLC's current share price is 1,156.00p. That's a -4.50% change compared to its closing share price of 1,210.50p seven days ago. Relative to today's opening stock price, the BRBY stock price is down 8 or -0.69%.
*   **Broader Market Trends:** Keep an eye on overall market trends, especially in the luxury goods sector, as these can influence Burberry's stock. For example, news mentions that LVMH shares experienced a drop, which in turn affected luxury shares in general.
*   **Company Strategy:** Burberry has launched a new strategic plan called ""Burberry Forward"" aimed at revitalizing the brand.
*   **Financial Performance:** In November 2024, Burberry reported a pre-tax loss for the first half of 2025, along with a revenue decline. This was linked to their new strategic plan. The company also suspended its interim dividend to preserve its balance sheet and invest in long-term growth.
*   **Sales Declines:** Comparable store sales have declined, with significant decreases in Asia Pacific (including Mainland China), the Americas, and EMEA.
*   **CEO Departure:** There have been some changes in leadership with other companies. For example, Ferragamo (an Italian luxury group) parted ways with its CEO, who was formerly with Burberry.

",-1.7306880540312368,19.65460676462533,-6.839178456419331
GNS,Genus plc,Healthcare,$1.2B,"Genus PLC is an animal genetics company supplying elite breeding animals, semen, and embryos to cattle and pig farmers, enabling them to produce quality meat and milk.
",1836.0,-1.71,,0.0,3.262092238470191,0.9234923305118439
DNLM,Dunelm Group plc,Consumer Cyclical,$2.0B,"Dunelm Group plc is a UK-based homewares retailer offering a wide range of furniture, home furnishings and related services through its stores and online platform.
",994.33,-1.65,,2.4026776519052566,1.6697341513292476,-4.574744255366703
PNN,Pennon Group Plc,Utilities,$2.2B,"Pennon Group PLC is an environmental infrastructure company providing clean water and wastewater services in the UK, primarily through South West Water and other subsidiaries.
",468.8,-1.6,,4.456330826875436,-10.172896392914238,-24.967966301706014
GFTU,Grafton Group plc,Industrials,$1.8B,"Grafton Group plc is an international distributor of building materials and a DIY retailer with operations in the UK, Ireland, the Netherlands, Finland, and Spain.
",907.8,-1.6,,-1.9548573211796583,0.8666666666666616,-3.6242350907452288
