,Company Name,Sector,Market Cap,Summary,Price,Change_percent,Attribution,Change_percent_5_days,Change_percent_20_days,Change_percent_251_days
SPX,Spirax Group plc,Industrials,$5.7B,"Spirax Group PLC provides thermal energy management and fluid technology solutions through steam thermal, electric thermal, and fluid technology solutions.
",7705.0,-2.65,"On February 17, 2025, Spirax Group plc experienced a stock change of -2.65%. Several factors could contribute to this change:

*   **Downgrade:** On February 14, 2025, Shore Capital downgraded Spirax Group from ""hold"" to ""sell"". This may have influenced investors to sell their shares, contributing to the price decrease.

It's important to note that a single day's stock performance can be influenced by a multitude of factors, and the information above provides the most readily available and specific potential reasons based on the provided date.
",-1.4705882352941175,3.35345405767941,-24.407966580509395
SGRO,SEGRO Plc,Real Estate,$9.8B,"SEGRO Plc is a UK REIT that owns, manages, and develops modern warehouses and industrial properties in the UK and Europe.
",713.4,-2.46,"As of today, February 17, 2025, I don't have specific real-time information to pinpoint the exact cause of the -2.46% stock price change for SEGRO Plc. However, I can provide some possible factors that could be playing a role:

**Factors to consider:**

*   **Overall Market Conditions:** Stock prices are influenced by the broader market trends. A general downturn in the market could pull down even healthy stocks.
*   **Company-Specific News:** Keep an eye out for any news releases from SEGRO Plc itself. Events like major contract announcements, changes in leadership, or significant project updates can all affect investor sentiment.
*   **Analyst Ratings:** Changes in ratings from financial analysts (like those from HSBC) can also trigger stock movement.
*   **Sector Trends:** The real estate sector, particularly REITs (Real Estate Investment Trusts) can be sensitive to interest rate changes and economic forecasts.
*   **Recent Financial Results:** SEGRO Plc released its full-year results on February 14, 2025. While the report showed increased earnings and a dividend hike, investor reactions to the complete financial picture and future outlook could be a factor in the stock's movement.

**To get a clearer picture, I recommend:**

*   **Checking financial news sources:** Look for specific articles or reports that discuss SEGRO Plc's stock performance today and any contributing factors.
*   **Visiting SEGRO's investor relations website:** You might find press releases or statements addressing the stock movement.

",-0.2516795548530021,0.36578675459804877,-14.50693140452006
AAF,Airtel Africa Plc,Communication Services,$5.4B,"Airtel Africa Plc provides telecommunications and mobile money services across 14 African countries.
",142.8,-1.92,,-3.252036521021041,15.347331566945726,56.004306790296035
UTG,Unite Group PLC,Real Estate,$4.2B,"The Unite Group PLC is a UK-based REIT that develops, manages, and operates purpose-built student accommodation (PBSA), partnering with universities and renting rooms directly to students.
",866.0,-1.53,,0.8736167734420501,3.8369304556354913,-9.241976317720733
EDV,Endeavour Mining plc,Basic Materials,$4.2B,"Endeavour Mining plc is a UK-based multi-asset gold producer focused on exploration, extraction, and processing of gold in West Africa.
",1729.99,-1.26,,-2.864121280179674,14.266182298546894,41.27090360746204
FRES,Fresnillo plc,Basic Materials,$5.6B,"Fresnillo plc is a UK-based precious metals mining company, the world's largest primary silver producer and Mexico's second-largest gold miner.
",789.0,-1.19,,-1.6209476309226933,15.098468271334792,69.31279467219701
LAND,Land Securities Group Plc,Real Estate,$4.4B,"Land Securities Group PLC is a UK-based real estate company that develops, invests in, and manages a diverse portfolio of properties, including retail, office, and leisure spaces.
",585.05,-1.17,,-0.41702127659575244,2.911169744942824,-3.423362426848094
GSK,GSK plc,Healthcare,$61.4B,"GSK plc is a global biopharma company researching, developing, and manufacturing pharmaceutical medicines, vaccines, and consumer healthcare products.
",1418.5,-1.15,,-3.207096554077107,4.763663220088627,-12.136467138559693
LMP,LondonMetric Property Plc,Real Estate,$3.9B,"LondonMetric Property Plc is a UK-based REIT that invests in and manages commercial real estate assets, focusing on logistics, healthcare, convenience, and leisure sectors.
",190.1,-1.09,,0.9023387253662444,5.0276243093922615,6.097786571006239
CRDA,Croda International Plc,Basic Materials,$4.4B,"Croda International Plc is a specialty chemicals company that creates and sells high-performance ingredients and technologies for various sectors, including consumer care, life sciences, and industrial specialties.
",3211.0,-1.08,,4.050550874918989,-3.8910505836575875,-33.975075875478375
VOD,Vodafone Group Public Limited Company,Communication Services,$18.1B,"Vodafone is a British multinational telecommunications company providing mobile and fixed services, including voice, data, and digital solutions, to customers and corporate clients across Asia, Africa, Europe, and Oceania.
",65.84,-1.02,,-5.184335130811585,-5.6733565596285205,1.3676223813187576
BATS,British American Tobacco p.l.c.,Consumer Defensive,$72.3B,"British American Tobacco is a multinational consumer goods company that manufactures and sells cigarettes, tobacco, and other nicotine products, including e-cigarettes, aiming to build a smokeless world.
",3059.0,-1.0,,-9.76401179941003,3.3795201081446438,40.38799891316831
BLND,British Land Company PLC,Real Estate,$3.8B,"British Land Company PLC is a UK-based real estate investment trust (REIT) that owns, manages, and develops a diverse portfolio of properties, including offices, retail spaces, and mixed-use developments.
",369.4,-0.97,,1.6522782087465325e-06,3.184357541899435,5.143700163798158
PHNX,Phoenix Group Holdings plc,Financial Services,$5.2B,"Phoenix Group Holdings PLC is a UK company specializing in managing and acquiring closed life assurance and pension funds, offering long-term savings and retirement solutions.
",508.0,-0.97,,-3.0534351145038165,1.0945273631840797,11.830670239896413
JD,JD Sports Fashion Plc,Consumer Cyclical,$4.4B,"JD Sports Fashion Plc is a global omnichannel retailer of sports fashion brands, offering multi-branded sports, fashion, and outdoor clothing, footwear, accessories, and equipment.
",85.26,-0.95,,1.815144703852577,1.403423100913265,-23.436912932566894
RTO,Rentokil Initial plc,Industrials,$9.9B,"Rentokil Initial plc provides pest control and commercial hygiene services globally.
",421.0,-0.87,,5.381727158948686,11.434625093398495,0.9459644965495522
REL,RELX PLC,Industrials,$75.0B,"RELX PLC provides information and analytics solutions and decision tools for professional and business customers across various industries.
",4037.7,-0.87,,-0.9396467124632036,1.8335435056746487,19.611899672041126
